Datatable from 01/09/2023 06:00:00 to 19/09/2023 18:00:00,,,,,,,,,,,,,,,,,,
,POI - POI - Active Power - total (MW),,T05_WS - ( T05_WS ) Weather Station - Global Horizontal Irradiance - ( W/m2 ),,T15_WS - ( T15_WS ) Weather Station - Global Horizontal Irradiance - ( W/m2 ),,T05_WS - ( T05_WS ) Weather Station - Tilted Irradiance - ( W/m2 ),,T15_WS - ( T15_WS ) Weather Station - Tilted Irradiance - ( W/m2 ),,T05_WS - ( T05_WS ) Weather Station - Air Temperature ( degree ),,T15_WS - ( T15_WS ) Weather Station - Air Temperature ( degree ),,T05_WS - ( T05_WS ) Weather Station - Module Temperature ( degree ),,T15_WS - ( T15_WS ) Weather Station - Module Temperature ( degree ),
,POI_MMXU1_totW,,WSA_MET_RadGHI,,WSB_MET_RadGHI,,WSA_MET_RadPOA,,WSB_MET_RadPOA,,WSA_MET_AirTemp,,WSB_MET_AirTemp,,WSA_MET_PVTemp,,WSB_MET_PVTemp,
TimeStamp,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality
01/09/23 6:00,0.827,Good,23.876,Good,19.412,Good,21.286,Good,17.933,Good,25.9,Good,-3276.8,Bad,24.8,Good,24.63,Good
01/09/23 6:30,6.22,Good,82.69,Good,79.743,Good,84.337,Good,80.001,Good,26.248,Good,-3276.8,Bad,25.724,Good,25.573,Good
01/09/23 7:00,14.23,Good,177.813,Good,202.311,Good,193.156,Good,204.784,Good,26.959,Good,-3276.8,Bad,27.667,Good,27.766,Good
01/09/23 7:30,18.096,Good,255.973,Good,215.784,Good,276.46,Good,217.266,Good,28.773,Good,-3276.8,Bad,31.352,Good,31.485,Good
01/09/23 8:00,45.908,Good,509.14,Good,557.942,Good,548.833,Good,572.897,Good,30.682,Good,-3276.8,Bad,36.647,Good,36.48,Good
01/09/23 8:30,26.723,Good,294.279,Good,374.138,Good,301.187,Good,381.746,Good,29.76,Good,-3276.8,Bad,33.359,Good,33.732,Good
01/09/23 9:00,36.171,Good,376.019,Good,478.658,Good,403.148,Good,490.658,Good,30.755,Good,-3276.8,Bad,37.195,Good,37.749,Good
01/09/23 9:30,69.028,Good,879.487,Good,891.178,Good,897.649,Good,871.154,Good,32.097,Good,-3276.8,Bad,43.304,Good,44.07,Good
01/09/23 10:00,64.35,Good,819.72,Good,918.345,Good,837.915,Good,895.289,Good,33.04,Good,-3276.8,Bad,45.342,Good,45.788,Good
01/09/23 10:30,52.422,Good,1057.061,Good,304.962,Bad,1088.129,Good,317.494,Uncertain,33.393,Good,-3276.8,Bad,45.934,Good,48.632,Good
01/09/23 11:00,43.481,Good,658.588,Good,546.354,Good,702.797,Good,552.005,Good,33.471,Good,-3276.8,Bad,40.182,Good,40.696,Good
01/09/23 11:30,48.37,Good,1176.816,Good,1169.71,Good,1211.462,Good,1188.155,Good,33.875,Good,-3276.8,Bad,48.59,Good,50.568,Good
01/09/23 12:00,42.739,Good,307.024,Good,1100.175,Good,303.2,Good,1084.436,Good,33.423,Good,-3276.8,Bad,43.524,Good,43.609,Good
01/09/23 12:30,72.358,Good,1149.212,Good,1150.359,Good,1140.37,Good,1125.862,Good,32.972,Good,-3276.8,Bad,46.764,Good,45.373,Good
01/09/23 13:00,58.712,Good,500.038,Good,675.404,Good,508.538,Good,690.244,Good,31.47,Good,-3276.8,Bad,37.412,Good,37.265,Good
01/09/23 13:30,45.193,Good,444.05,Good,514.153,Good,431.597,Good,516.772,Good,32.719,Good,-3276.8,Bad,41.828,Good,43.029,Good
01/09/23 14:00,72.381,Good,1233.337,Good,1070.907,Good,1200.152,Good,1056.751,Good,32.896,Good,-3276.8,Bad,44.572,Good,44.53,Good
01/09/23 14:30,71.896,Good,1071.332,Good,999.375,Good,1024.877,Good,974.346,Good,33.47,Good,-3276.8,Bad,41.971,Good,42.419,Good
01/09/23 15:00,23.447,Good,316.985,Good,242.58,Good,317.907,Good,244.107,Good,32.106,Good,-3276.8,Bad,37.167,Good,36.982,Good
01/09/23 15:30,16.263,Good,180.025,Good,183.966,Good,174.795,Good,174.98,Good,28.171,Good,-3276.8,Bad,29.21,Good,28.163,Good
01/09/23 16:00,9.674,Good,107.041,Good,106.256,Good,105.556,Good,103.227,Good,26.6,Good,-3276.8,Bad,26.607,Good,26.4,Good
01/09/23 16:30,7.714,Good,86.07,Good,82.067,Good,85.178,Good,83.836,Good,26.652,Good,-3276.8,Bad,26.386,Good,26.4,Good
01/09/23 17:00,4.147,Good,52.641,Good,48.868,Good,49.436,Good,48.983,Good,26.927,Good,-3276.8,Bad,26.353,Good,26.415,Good
01/09/23 17:30,1.06,Good,24.116,Good,17.944,Good,19.392,Good,16.705,Good,27.203,Good,-3276.8,Bad,26.32,Good,26.471,Good
01/09/23 18:00,-0.327,Good,10.286,Good,3.314,Good,4.399,Good,2,Good,27.243,Good,-3276.8,Bad,26.06,Good,25.929,Good
01/09/23 18:30,-0.184,Good,6.12,Good,3,Good,3,Good,0,Good,27.156,Good,-3276.8,Bad,25.501,Good,25.4,Good
01/09/23 19:00,-0.177,Good,6.415,Good,3,Good,3,Good,0,Good,27.068,Good,-3276.8,Bad,25.528,Good,25.4,Good
01/09/23 19:30,-0.171,Good,6.71,Good,0,Good,3,Good,0,Good,26.98,Good,-3276.8,Bad,25.554,Good,25.408,Good
01/09/23 20:00,-0.134,Good,7,Good,0,Good,3,Good,0,Good,26.893,Good,-3276.8,Bad,25.581,Good,25.464,Good
01/09/23 20:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.805,Good,-3276.8,Bad,25.615,Good,25.395,Good
01/09/23 21:00,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.83,Good,-3276.8,Bad,25.668,Good,25.255,Good
01/09/23 21:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.863,Good,-3276.8,Bad,25.7,Good,25.423,Good
01/09/23 22:00,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.895,Good,-3276.8,Bad,25.595,Good,25.252,Good
01/09/23 22:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.573,Good,-3276.8,Bad,25.084,Good,24.793,Good
01/09/23 23:00,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.19,Good,-3276.8,Bad,24.572,Good,24.334,Good
01/09/23 23:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,25.807,Good,-3276.8,Bad,24.5,Good,24.3,Good
02/09/23 0:00,-0.123,Good,0,Good,0,Good,0,Good,0,Good,25.794,Good,-3276.8,Bad,24.673,Good,24.42,Good
02/09/23 0:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,25.924,Good,-3276.8,Bad,24.886,Good,24.695,Good
02/09/23 1:00,-0.123,Good,0,Good,0,Good,0,Good,0,Good,25.982,Good,-3276.8,Bad,24.826,Good,24.64,Good
02/09/23 1:30,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.939,Good,-3276.8,Bad,24.766,Good,24.58,Good
02/09/23 2:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.897,Good,-3276.8,Bad,24.705,Good,24.519,Good
02/09/23 2:30,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.854,Good,-3276.8,Bad,24.645,Good,24.458,Good
02/09/23 3:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.811,Good,-3276.8,Bad,24.585,Good,24.398,Good
02/09/23 3:30,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.811,Good,-3276.8,Bad,24.525,Good,24.337,Good
02/09/23 4:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.827,Good,-3276.8,Bad,24.548,Good,24.341,Good
02/09/23 4:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.842,Good,-3276.8,Bad,24.63,Good,24.444,Good
02/09/23 5:00,-0.12,Good,0,Good,0,Good,0,Good,0,Good,25.858,Good,-3276.8,Bad,24.712,Good,24.547,Good
02/09/23 5:30,-0.121,Good,10.431,Good,1.86,Good,4.692,Good,1.916,Good,25.873,Good,-3276.8,Bad,24.794,Good,24.651,Good
02/09/23 6:00,0.576,Good,20.647,Good,14.494,Good,17.445,Good,13.947,Good,25.888,Good,-3276.8,Bad,24.877,Good,24.754,Good
02/09/23 6:30,3.749,Good,58.242,Good,50.988,Good,53.052,Good,50.293,Good,26.063,Good,-3276.8,Bad,25.508,Good,25.403,Good
02/09/23 7:00,7.596,Good,129.073,Good,130.205,Good,127.141,Good,127.366,Good,26.729,Good,-3276.8,Bad,26.727,Good,26.722,Good
02/09/23 7:30,11.265,Good,215.78,Good,223.411,Good,219.826,Good,220.74,Good,27.507,Good,-3276.8,Bad,30.414,Good,30.77,Good
02/09/23 8:00,12.011,Good,246.124,Good,255.737,Good,251.173,Good,255.042,Good,28.505,Good,-3276.8,Bad,31.271,Good,31.441,Good
02/09/23 8:30,13.776,Good,366.391,Good,431.965,Good,373.374,Good,431.652,Good,30.066,Good,-3276.8,Bad,34.738,Good,34.716,Good
02/09/23 9:00,14.499,Good,691.794,Good,659.875,Good,750.527,Good,680.147,Good,31.361,Good,-3276.8,Bad,37.548,Good,38.557,Good
02/09/23 9:30,22.557,Good,1001.54,Good,1056.083,Good,1029.192,Good,1060.743,Good,32.469,Good,-3276.8,Bad,45.092,Good,44.88,Good
02/09/23 10:00,25.32,Good,637.615,Good,849.041,Good,656.705,Good,856.069,Good,31.765,Good,-3276.8,Bad,42.582,Good,44.2,Good
02/09/23 10:30,34.628,Good,356.948,Good,460.662,Good,362.941,Good,480.368,Good,31.384,Good,-3276.8,Bad,40.319,Good,38.029,Good
02/09/23 11:00,38.698,Good,660.097,Good,551.036,Good,669.153,Good,545.38,Good,30.23,Good,-3276.8,Bad,36.171,Good,36.536,Good
02/09/23 11:30,24.303,Good,319.666,Good,342.151,Good,312.751,Good,348.629,Good,29.475,Good,-3276.8,Bad,31.807,Good,31.917,Good
02/09/23 12:00,20.016,Good,214.226,Good,192.745,Good,223.854,Good,200.185,Good,27.881,Good,-3276.8,Bad,28.665,Good,28.323,Good
02/09/23 12:30,20.349,Good,311.964,Good,326.431,Good,312.05,Good,340.714,Good,28.883,Good,-3276.8,Bad,31.59,Good,32.827,Good
02/09/23 13:00,20.71,Good,450.883,Good,480.993,Good,450.9,Good,474.281,Good,30.159,Good,-3276.8,Bad,34.891,Good,37.032,Good
02/09/23 13:30,27.67,Good,351.068,Good,282.321,Good,349.572,Good,279.565,Good,29.774,Good,-3276.8,Bad,34.592,Good,35.192,Good
02/09/23 14:00,17.699,Good,181.886,Good,211.44,Good,171.97,Good,201.272,Good,29.045,Good,-3276.8,Bad,31.654,Good,31.414,Good
02/09/23 14:30,27.634,Good,310.03,Good,311.87,Good,296.805,Good,294.533,Good,28.691,Good,-3276.8,Bad,31.812,Good,31.756,Good
02/09/23 15:00,21.274,Good,201.158,Good,243.692,Good,199.188,Good,240.898,Good,28.91,Good,-3276.8,Bad,31.802,Good,31.8,Good
02/09/23 15:30,18.078,Good,211.333,Good,204.544,Good,201.752,Good,194.613,Good,28.625,Good,-3276.8,Bad,30.4,Good,30.534,Good
02/09/23 16:00,15.039,Good,170.003,Good,169.977,Good,165.23,Good,165.651,Good,28.34,Good,-3276.8,Bad,30.4,Good,29.908,Good
02/09/23 16:30,9.429,Good,106.081,Good,104.448,Good,106.581,Good,102.591,Good,27.938,Good,-3276.8,Bad,28.655,Good,28.3,Good
02/09/23 17:00,4.941,Good,58.681,Good,57.103,Good,58.84,Good,57.931,Good,27.517,Good,-3276.8,Bad,27.718,Good,27.423,Good
02/09/23 17:30,1.827,Good,26.587,Good,22.105,Good,24.42,Good,24.405,Good,27.099,Good,-3276.8,Bad,26.781,Good,26.393,Good
02/09/23 18:00,-0.176,Good,7.409,Good,3.313,Good,4.015,Good,2.889,Good,26.906,Good,-3276.8,Bad,25.881,Good,25.738,Good
02/09/23 18:30,-0.138,Good,3,Good,1,Good,1.768,Good,0,Good,26.714,Good,-3276.8,Bad,25.559,Good,25.161,Good
02/09/23 19:00,-0.137,Good,3,Good,0,Good,1.464,Good,0,Good,26.522,Good,-3276.8,Bad,25.322,Good,24.942,Good
02/09/23 19:30,-0.136,Good,3,Good,0,Good,1.159,Good,0,Good,26.33,Good,-3276.8,Bad,25.104,Good,24.723,Good
02/09/23 20:00,-0.135,Good,3,Good,0,Good,1,Good,0,Good,26.138,Good,-3276.8,Bad,24.885,Good,24.503,Good
02/09/23 20:30,-0.133,Good,0,Good,0,Good,0,Good,0,Good,25.946,Good,-3276.8,Bad,24.667,Good,24.284,Good
02/09/23 21:00,-0.132,Good,0,Good,0,Good,0,Good,0,Good,25.753,Good,-3276.8,Bad,24.416,Good,24.064,Good
02/09/23 21:30,-0.131,Good,0,Good,0,Good,0,Good,0,Good,25.561,Good,-3276.8,Bad,24.222,Good,24.058,Good
02/09/23 22:00,-0.129,Good,0,Good,0,Good,0,Good,0,Good,25.545,Good,-3276.8,Bad,24.278,Good,24.141,Good
02/09/23 22:30,-0.128,Good,0,Good,0,Good,0,Good,0,Good,25.61,Good,-3276.8,Bad,24.333,Good,24.223,Good
02/09/23 23:00,-0.127,Good,0,Good,0,Good,0,Good,0,Good,25.676,Good,-3276.8,Bad,24.389,Good,24.305,Good
02/09/23 23:30,-0.126,Good,0,Good,0,Good,0,Good,0,Good,25.741,Good,-3276.8,Bad,24.444,Good,24.388,Good
03/09/23 0:00,-0.124,Good,0,Good,0,Good,0,Good,0,Good,25.807,Good,-3276.8,Bad,24.5,Good,24.373,Good
03/09/23 0:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,25.873,Good,-3276.8,Bad,24.556,Good,24.341,Good
03/09/23 1:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.938,Good,-3276.8,Bad,24.611,Good,24.309,Good
03/09/23 1:30,-0.121,Good,0,Good,0,Good,0,Good,0,Good,26.004,Good,-3276.8,Bad,24.667,Good,24.277,Good
03/09/23 2:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,26.069,Good,-3276.8,Bad,24.668,Good,24.246,Good
03/09/23 2:30,-0.12,Good,0,Good,0,Good,0,Good,0,Good,26.057,Good,-3276.8,Bad,24.588,Good,24.214,Good
03/09/23 3:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.977,Good,-3276.8,Bad,24.509,Good,24.182,Good
03/09/23 3:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.896,Good,-3276.8,Bad,24.429,Good,24.15,Good
03/09/23 4:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.816,Good,-3276.8,Bad,24.349,Good,24.118,Good
03/09/23 4:30,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.735,Good,-3276.8,Bad,24.123,Good,24.144,Good
03/09/23 5:00,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.74,Good,-3276.8,Bad,24.5,Good,24.246,Good
03/09/23 5:30,-0.116,Good,9.933,Good,1.93,Good,4.659,Good,2,Good,25.811,Good,-3276.8,Bad,24.5,Good,24.263,Good
03/09/23 6:00,1.765,Good,37.471,Good,30.17,Good,31.773,Good,29.988,Good,25.882,Good,-3276.8,Bad,24.765,Good,24.397,Good
03/09/23 6:30,5.966,Good,70.919,Good,121.18,Good,71.279,Good,122.359,Good,26.929,Good,-3276.8,Bad,25.585,Good,25.353,Good
03/09/23 7:00,16.074,Good,197.937,Good,248.773,Good,223.341,Good,256.88,Good,28.321,Good,-3276.8,Bad,28.007,Good,27.902,Good
03/09/23 7:30,35.559,Good,422.84,Good,503.834,Good,461.681,Good,514.085,Good,29.982,Good,-3276.8,Bad,34.505,Good,34.464,Good
03/09/23 8:00,32.56,Good,540.222,Good,475.856,Good,584.373,Good,487.671,Good,30.4,Good,-3276.8,Bad,37.382,Good,37.014,Good
03/09/23 8:30,28.593,Good,628.887,Good,656.44,Good,680.959,Good,675.356,Good,30.977,Good,-3276.8,Bad,40.113,Good,39.098,Good
03/09/23 9:00,26.439,Good,323.059,Good,324.673,Good,336.1,Good,322.038,Good,31.667,Good,-3276.8,Bad,38.413,Good,40.311,Good
03/09/23 9:30,24.987,Good,270.277,Good,268.259,Good,278.758,Good,276.587,Good,30.787,Good,-3276.8,Bad,35.187,Good,35.406,Good
03/09/23 10:00,23.305,Good,487.026,Good,432.791,Good,494.899,Good,426.411,Good,31.404,Good,-3276.8,Bad,38.85,Good,38.169,Good
03/09/23 10:30,22.354,Good,479.541,Good,631.873,Good,491.636,Good,636.508,Good,32.011,Good,-3276.8,Bad,36.827,Good,38.706,Good
03/09/23 11:00,20.037,Good,1002.96,Good,1039.416,Good,1032.6,Good,1048.469,Good,32.759,Good,-3276.8,Bad,47.813,Good,48.825,Good
03/09/23 11:30,13.559,Good,209.139,Good,168.686,Good,201.116,Good,150.521,Good,32.778,Good,-3276.8,Bad,42.029,Good,41.099,Good
03/09/23 12:00,28.894,Good,1023.766,Good,1224.926,Good,1024.035,Good,1216.819,Good,33.354,Good,-3276.8,Bad,49.04,Good,49.347,Good
03/09/23 12:30,30.189,Good,455.357,Good,466.895,Good,427.437,Good,433.893,Good,32.422,Good,-3276.8,Bad,37.391,Good,37.882,Good
03/09/23 13:00,34.803,Good,388.695,Good,389.463,Good,381.88,Good,379.117,Good,31.554,Good,-3276.8,Bad,35.53,Good,36.447,Good
03/09/23 13:30,24.895,Good,657.498,Good,632.38,Good,647.655,Good,626.507,Good,31.851,Good,-3276.8,Bad,39.078,Good,39.73,Good
03/09/23 14:00,31.725,Good,1039.743,Good,851.172,Good,1012.732,Good,825.453,Good,31.733,Good,-3276.8,Bad,44.533,Good,44.62,Good
03/09/23 14:30,26.284,Good,293.373,Good,282.344,Good,295.704,Good,283.002,Good,30.486,Good,-3276.8,Bad,34.77,Good,34.472,Good
03/09/23 15:00,20.883,Good,210.463,Good,205.989,Good,220.671,Good,217.467,Good,28.599,Good,-3276.8,Bad,29.527,Good,29.106,Good
03/09/23 15:30,11.099,Good,116.74,Good,114.516,Good,120.367,Good,120.472,Good,28.196,Good,-3276.8,Bad,28.399,Good,28.874,Good
03/09/23 16:00,9.085,Good,100.148,Good,100.09,Good,99.585,Good,98.955,Good,28.423,Good,-3276.8,Bad,29.611,Good,29.364,Good
03/09/23 16:30,7.859,Good,87.78,Good,88.354,Good,86.349,Good,86.707,Good,28.649,Good,-3276.8,Bad,29.316,Good,29.189,Good
03/09/23 17:00,6.246,Good,74.555,Good,75.655,Good,72.689,Good,71.653,Good,28.876,Good,-3276.8,Bad,29.02,Good,29.015,Good
03/09/23 17:30,1.936,Good,28.098,Good,28.201,Good,27.777,Good,27.049,Good,28.633,Good,-3276.8,Bad,28.059,Good,27.97,Good
03/09/23 18:00,-0.257,Good,3.822,Good,2.867,Good,2.981,Good,2,Good,27.623,Good,-3276.8,Bad,26.504,Good,26.345,Good
03/09/23 18:30,-0.145,Good,2.247,Good,2,Good,0,Good,0,Good,27.115,Good,-3276.8,Bad,25.828,Good,25.703,Good
03/09/23 19:00,-0.14,Good,2.301,Good,0,Good,0,Good,0,Good,26.758,Good,-3276.8,Bad,25.303,Good,25.223,Good
03/09/23 19:30,-0.134,Good,2.659,Good,0,Good,1.895,Good,0,Good,26.7,Good,-3276.8,Bad,25.48,Good,25.329,Good
03/09/23 20:00,-0.129,Good,3,Good,0,Good,2,Good,0,Good,26.7,Good,-3276.8,Bad,25.656,Good,25.436,Good
03/09/23 20:30,-0.124,Good,0,Good,0,Good,0,Good,0,Good,26.7,Good,-3276.8,Bad,25.639,Good,25.46,Good
03/09/23 21:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,26.7,Good,-3276.8,Bad,25.559,Good,25.357,Good
03/09/23 21:30,-0.115,Good,0,Good,0,Good,0,Good,0,Good,26.7,Good,-3276.8,Bad,25.478,Good,25.255,Good
03/09/23 22:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,26.7,Good,-3276.8,Bad,25.397,Good,25.153,Good
03/09/23 22:30,-0.116,Good,0,Good,0,Good,0,Good,0,Good,26.634,Good,-3276.8,Bad,25.316,Good,25.051,Good
03/09/23 23:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,26.457,Good,-3276.8,Bad,25.236,Good,24.949,Good
03/09/23 23:30,-0.116,Good,0,Good,0,Good,0,Good,0,Good,26.281,Good,-3276.8,Bad,25.064,Good,24.831,Good
04/09/23 0:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,26.104,Good,-3276.8,Bad,24.821,Good,24.699,Good
04/09/23 0:30,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.928,Good,-3276.8,Bad,24.578,Good,24.567,Good
04/09/23 1:00,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.751,Good,-3276.8,Bad,24.335,Good,24.434,Good
04/09/23 1:30,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.792,Good,-3276.8,Bad,24.635,Good,24.507,Good
04/09/23 2:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.922,Good,-3276.8,Bad,24.995,Good,24.652,Good
04/09/23 2:30,-0.118,Good,0,Good,0,Good,0,Good,0,Good,26.052,Good,-3276.8,Bad,24.918,Good,24.76,Good
04/09/23 3:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,26.181,Good,-3276.8,Bad,24.949,Good,24.819,Good
04/09/23 3:30,-0.118,Good,0,Good,0,Good,0,Good,0,Good,26.287,Good,-3276.8,Bad,25.013,Good,24.854,Good
04/09/23 4:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,26.136,Good,-3276.8,Bad,25.077,Good,24.889,Good
04/09/23 4:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.985,Good,-3276.8,Bad,25.017,Good,24.81,Good
04/09/23 5:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.834,Good,-3276.8,Bad,24.887,Good,24.679,Good
04/09/23 5:30,-0.117,Good,11.809,Good,1.962,Good,4.793,Good,2.076,Good,25.683,Good,-3276.8,Bad,24.757,Good,24.548,Good
04/09/23 6:00,1.775,Good,37.422,Good,27.939,Good,28.883,Good,27.438,Good,25.532,Good,-3276.8,Bad,24.626,Good,24.418,Good
04/09/23 6:30,8.914,Good,117.768,Good,113.579,Good,122.32,Good,110.069,Good,26.035,Good,-3276.8,Bad,25.56,Good,25.446,Good
04/09/23 7:00,14.582,Good,173.687,Good,178.056,Good,180.108,Good,181.923,Good,26.717,Good,-3276.8,Bad,28.115,Good,28.115,Good
04/09/23 7:30,16.037,Good,175.11,Good,225.149,Good,171.157,Good,227.118,Good,27.649,Good,-3276.8,Bad,29.122,Good,29.286,Good
04/09/23 8:00,38.232,Good,320.754,Good,419.496,Good,330.756,Good,430.637,Good,29.049,Good,-3276.8,Bad,31.231,Good,32.531,Good
04/09/23 8:30,33.014,Good,361.928,Good,425.099,Good,367.268,Good,416.384,Good,29.012,Good,-3276.8,Bad,31.865,Good,32.289,Good
04/09/23 9:00,22.465,Good,231.685,Good,263.73,Good,230.357,Good,266.861,Good,29.341,Good,-3276.8,Bad,31.406,Good,31.698,Good
04/09/23 9:30,24.713,Good,292.992,Good,263.339,Good,299.216,Good,259.671,Good,28.961,Good,-3276.8,Bad,32.054,Good,31.827,Good
04/09/23 10:00,26.218,Good,322.737,Good,274.291,Good,318.772,Good,266.673,Good,28.352,Good,-3276.8,Bad,33.051,Good,31.708,Good
04/09/23 10:30,18.664,Good,196.173,Good,182.661,Good,201.746,Good,189.561,Good,26.645,Good,-3276.8,Bad,27.738,Good,27.235,Good
04/09/23 11:00,32.499,Good,314.496,Good,320.147,Good,328.579,Good,340.27,Good,26.64,Good,-3276.8,Bad,28.221,Good,28.479,Good
04/09/23 11:30,56.259,Good,734.428,Good,717.35,Good,738.391,Good,719.7,Good,29.008,Good,-3276.8,Bad,37.157,Good,37.405,Good
04/09/23 12:00,45.899,Good,537.518,Good,413.187,Good,534.529,Good,403.095,Good,30.638,Good,-3276.8,Bad,37.381,Good,38.836,Good
04/09/23 12:30,46.696,Good,674.067,Good,492.104,Good,667.466,Good,479.043,Good,31.3,Good,-3276.8,Bad,39.275,Good,39.529,Good
04/09/23 13:00,54.344,Good,597.557,Good,688.799,Good,580.879,Good,674.254,Good,30.654,Good,-3276.8,Bad,38.048,Good,38.958,Good
04/09/23 13:30,46.832,Good,506.066,Good,573.269,Good,493.364,Good,559.173,Good,30.509,Good,-3276.8,Bad,37.2,Good,38.231,Good
04/09/23 14:00,55.554,Good,733.536,Good,537.639,Good,702.786,Good,515.953,Good,31.42,Good,-3276.8,Bad,41.268,Good,40.005,Good
04/09/23 14:30,44.735,Good,812.774,Good,447.531,Good,741.677,Good,430.002,Good,30.624,Good,-3276.8,Bad,37.147,Good,37.051,Good
04/09/23 15:00,30.747,Good,288.062,Good,413.699,Good,286.786,Good,414.257,Good,30.504,Good,-3276.8,Bad,34.311,Good,35.992,Good
04/09/23 15:30,38.645,Good,409.108,Good,470.182,Good,408.818,Good,452.436,Good,31.497,Good,-3276.8,Bad,36.492,Good,36.005,Good
04/09/23 16:00,25.823,Good,372.017,Good,298.701,Good,342.199,Good,284.133,Good,31.18,Good,-3276.8,Bad,35.659,Good,35.059,Good
04/09/23 16:30,12.819,Good,147.811,Good,160.134,Good,137.756,Good,157.065,Good,29.711,Good,-3276.8,Bad,31.336,Good,31.399,Good
04/09/23 17:00,4.962,Good,64.567,Good,63.46,Good,63.175,Good,60.709,Good,28.9,Good,-3276.8,Bad,29.561,Good,29.41,Good
04/09/23 17:30,1.756,Good,21.792,Good,26.654,Good,24.285,Good,24.333,Good,28.09,Good,-3276.8,Bad,27.794,Good,27.646,Good
04/09/23 18:00,-0.232,Good,3.882,Good,3.606,Good,3.934,Good,3.163,Good,27.721,Good,-3276.8,Bad,26.742,Good,26.483,Good
04/09/23 18:30,-0.163,Good,2.492,Good,2,Good,1,Good,0,Good,27.487,Good,-3276.8,Bad,26.416,Good,26.201,Good
04/09/23 19:00,-0.154,Good,1.963,Good,0,Good,1,Good,0,Good,27.253,Good,-3276.8,Bad,26.203,Good,25.987,Good
04/09/23 19:30,-0.146,Good,1.435,Good,0,Good,1,Good,0,Good,27.019,Good,-3276.8,Bad,25.616,Good,25.583,Good
04/09/23 20:00,-0.137,Good,1,Good,0,Good,1,Good,0,Good,26.785,Good,-3276.8,Bad,25.732,Good,25.517,Good
04/09/23 20:30,-0.128,Good,0,Good,0,Good,0,Good,0,Good,26.61,Good,-3276.8,Bad,25.705,Good,25.455,Good
04/09/23 21:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,26.468,Good,-3276.8,Bad,25.479,Good,25.181,Good
04/09/23 21:30,-0.113,Good,0,Good,0,Good,0,Good,0,Good,26.326,Good,-3276.8,Bad,25.253,Good,24.908,Good
04/09/23 22:00,-0.113,Good,0,Good,0,Good,0,Good,0,Good,26.268,Good,-3276.8,Bad,25.222,Good,24.952,Good
04/09/23 22:30,-0.114,Good,0,Good,0,Good,0,Good,0,Good,26.228,Good,-3276.8,Bad,25.25,Good,25.006,Good
04/09/23 23:00,-0.114,Good,0,Good,0,Good,0,Good,0,Good,26.189,Good,-3276.8,Bad,25.279,Good,25.06,Good
04/09/23 23:30,-0.114,Good,0,Good,0,Good,0,Good,0,Good,26.15,Good,-3276.8,Bad,25.219,Good,25.044,Good
05/09/23 0:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,26.11,Good,-3276.8,Bad,24.908,Good,24.825,Good
05/09/23 0:30,-0.115,Good,0,Good,0,Good,0,Good,0,Good,26.057,Good,-3276.8,Bad,24.597,Good,24.607,Good
05/09/23 1:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.999,Good,-3276.8,Bad,24.889,Good,24.562,Good
